Tm,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,TOV,GmSc,FGA,3PA,Games_Played,Efficiency_Rating,Usage_Rate,Impact_Score,Scoring_Focus,Rebounding_Focus,Playmaking_Focus,Cluster_KMeans,Cluster_DBSCAN,Archetype,Elite_Trajectory,Player_Name,Impact_Score_Rank
IND,3.19,0.8,0.5,0.4,0.0,0.2,0.22,0.0,0.0,0.4,0.3,0.9,0.3,10,1.5,19.56112852664577,0.6599999999999999,0.47058823529411764,0.2941176470588235,0.23529411764705882,2,-1,Combo Guard,0,James Johnson,472.0
TOR,12.69,5.56,1.83,0.89,0.14,0.11,0.41,0.34,0.18,0.33,4.25,4.14,3.11,36,8.2,16.907801418439718,5.434999999999999,0.6714975845410628,0.22101449275362323,0.10748792270531402,1,0,Primary Scorer,0,Jamison Battle,349.0
IND,16.73,6.21,3.23,1.46,0.9,0.42,0.48,0.3,0.24,1.1,5.1,4.83,2.48,48,11.12,17.01374775851763,6.905999999999999,0.569724770642202,0.29633027522935784,0.13394495412844037,5,0,Role Player,0,Jarace Walker,308.0
WAS,11.31,6.88,1.28,2.56,0.38,0.16,0.46,0.21,0.49,0.91,5.39,5.5,1.28,32,10.350000000000001,27.20424403183024,6.878,0.6417910447761194,0.11940298507462686,0.23880597014925373,2,-1,Combo Guard,0,Jared Butler,310.0
PHI,25.73,15.3,2.43,2.61,0.65,0.0,0.44,0.33,0.53,1.61,10.22,11.91,5.78,23,19.38,25.22191993781578,12.968,0.752212389380531,0.11946902654867257,0.12831858407079647,3,0,Elite Sharpshooter,0,Jared McCain,141.0
MEM,28.18,21.61,5.94,1.77,1.45,1.71,0.5,0.36,0.79,2.1,16.14,15.74,5.1,31,30.379999999999995,30.3875088715401,20.412,0.7370395634379263,0.20259208731241474,0.060368349249658934,3,-1,Elite Sharpshooter,1,Jaren Jackson,43.0
MEM,32.11,26.56,6.39,2.94,1.0,1.44,0.52,0.38,0.74,2.33,19.29,19.0,5.94,18,35.99999999999999,31.885393958268452,24.302999999999997,0.7400390080802453,0.17804402340484818,0.08191696851490668,3,0,Elite Sharpshooter,1,Jaren Jackson Jr.,19.0
CLE,28.93,13.62,10.29,2.02,0.92,0.96,0.7,0.0,0.64,1.15,15.34,7.94,0.04,52,26.66,15.081921880400968,18.735999999999997,0.5252603162360201,0.39683763979946013,0.07790204396451987,4,0,Primary Scorer,1,Jarrett Allen,64.0
NOP,22.12,5.91,3.59,0.91,1.07,0.63,0.43,0.34,0.44,0.59,5.87,4.54,2.11,46,11.520000000000001,11.132007233273056,7.565,0.5677233429394812,0.34486071085494713,0.08741594620557157,5,0,Role Player,0,Javonte Green,287.0
LAL,17.4,5.54,4.04,0.96,0.54,0.93,0.65,0.0,0.49,0.71,5.98,3.29,0.07,28,11.299999999999997,11.03448275862069,7.575999999999999,0.5256166982922201,0.3833017077798862,0.09108159392789374,5,0,Role Player,0,Jaxson Hayes,286.0
MEM,12.91,7.75,2.23,0.66,0.25,0.91,0.45,0.34,0.31,0.64,6.12,5.2,3.45,44,11.16,21.713400464756003,7.632,0.7283834586466165,0.20958646616541352,0.06203007518796992,1,-1,Primary Scorer,0,Jay Huff,283.0
BOS,35.38,23.18,6.09,4.78,1.18,0.27,0.47,0.33,0.68,2.62,16.5,18.6,6.04,45,32.88,28.789146410401358,21.414,0.6807635829662262,0.1788546255506608,0.14038179148311308,3,0,Elite Sharpshooter,1,Jaylen Brown,37.0
MIN,11.58,4.8,1.5,0.5,0.3,0.1,0.34,0.28,0.32,0.1,3.77,3.4,1.7,10,7.1,14.507772020725389,4.769,0.7058823529411765,0.22058823529411764,0.07352941176470588,1,0,Primary Scorer,0,Jaylen Clark,369.0
MEM,26.1,11.31,3.18,1.73,0.59,0.12,0.44,0.35,0.51,0.96,8.05,9.0,4.94,51,15.969999999999999,18.317241379310346,10.425999999999998,0.6972872996300864,0.1960542540073983,0.10665844636251542,1,0,Primary Scorer,0,Jaylen Wells,194.0
OKC,17.08,5.87,5.65,2.43,0.43,0.7,0.43,0.37,0.22,0.74,6.34,5.43,3.74,23,14.339999999999998,17.339578454332553,8.739999999999998,0.42078853046594983,0.40501792114695345,0.1741935483870968,0,-1,Glass Cleaner,0,Jaylin Williams,245.0
CLE,9.41,3.0,2.18,0.91,0.24,0.06,0.28,0.2,0.21,0.42,2.64,2.58,1.03,33,5.97,15.302869287991498,3.639,0.49261083743842365,0.3579638752052545,0.14942528735632185,5,0,Role Player,0,Jaylon Tyson,405.0
BOS,36.32,26.55,8.65,5.65,1.22,0.53,0.45,0.36,0.81,2.86,20.43,19.76,9.96,49,39.74,29.894273127753305,26.223,0.6499388004895961,0.211750305997552,0.1383108935128519,3,0,Elite Sharpshooter,1,Jayson Tatum,9.0
DAL,3.54,1.5,0.31,0.38,0.12,0.06,0.29,0.17,0.06,0.31,0.68,1.44,0.69,16,2.06,23.728813559322035,1.0939999999999999,0.684931506849315,0.1415525114155251,0.17351598173515984,1,0,Primary Scorer,0,Jazian Gortman,466.0
PHI,11.07,3.57,1.17,1.43,0.35,0.17,0.3,0.14,0.23,0.13,3.12,3.48,1.0,23,6.56,15.653116531165312,4.151999999999999,0.5786061588330632,0.18962722852512154,0.23176661264181522,2,0,Combo Guard,0,Jeff Dowtin,383.0
HOU,10.38,4.07,1.29,0.21,0.21,0.07,0.48,0.34,0.23,0.29,2.84,2.79,1.71,14,5.5600000000000005,14.242774566473988,3.6559999999999997,0.7307001795332136,0.23159784560143626,0.03770197486535009,1,0,Primary Scorer,0,Jeff Green,403.0
POR,32.31,14.7,3.32,2.22,0.72,1.05,0.38,0.38,0.63,1.27,9.88,12.15,6.12,40,20.74,19.936861652739086,13.138,0.7262845849802372,0.16403162055335968,0.10968379446640318,3,0,Elite Sharpshooter,0,Jerami Grant,136.0
NOP,17.86,5.5,4.71,1.21,0.67,0.14,0.42,0.25,0.26,0.69,5.46,4.81,2.21,42,11.540000000000003,14.781634938409855,7.284000000000001,0.48161120840630467,0.41243432574430816,0.10595446584938702,0,0,Glass Cleaner,0,Jeremiah Robinson-Earl,295.0
SAS,27.05,12.0,7.53,2.53,0.9,0.53,0.53,0.21,0.48,1.7,10.99,9.03,1.5,30,21.790000000000003,19.040295748613676,14.23,0.5439709882139618,0.3413417951042611,0.11468721668177695,4,0,Primary Scorer,1,Jeremy Sochan,118.0
NYK,10.81,1.64,3.31,0.56,0.21,0.26,0.35,0.0,0.1,0.54,2.34,1.18,0.0,39,5.4399999999999995,7.637372802960222,3.2699999999999996,0.29764065335753176,0.6007259528130672,0.1016333938294011,0,-1,Glass Cleaner,0,Jericho Sims,416.0
ORL,10.93,4.43,1.2,0.59,0.16,0.16,0.34,0.26,0.13,0.5,2.4,4.18,2.95,44,6.04,20.55260750228728,3.492,0.7122186495176849,0.19292604501607716,0.09485530546623794,1,0,Primary Scorer,0,Jett Howard,410.0
CHI,7.21,3.75,0.92,0.88,0.29,0.04,0.34,0.23,0.12,0.33,2.87,3.08,2.17,24,5.55,22.701803051317615,3.6739999999999995,0.6756756756756757,0.16576576576576577,0.15855855855855858,1,0,Primary Scorer,0,Jevon Carter,400.0
MIA,30.63,17.04,5.24,4.8,1.08,0.4,0.53,0.31,0.71,1.2,17.04,10.52,1.44,25,27.360000000000003,18.366307541625854,20.136,0.6292466765140324,0.1935007385524372,0.17725258493353027,4,0,Primary Scorer,1,Jimmy Butler,51.0
HOU,9.93,3.52,2.88,0.88,0.2,0.32,0.36,0.2,0.28,0.48,3.47,2.88,0.36,25,7.32,16.241691842900302,4.625,0.4835164835164835,0.3956043956043956,0.12087912087912088,5,0,Role Player,0,Jock Landale,372.0
MIN,4.85,0.83,0.33,1.08,0.08,0.0,0.06,0.06,0.0,0.42,0.77,0.75,0.42,12,1.9000000000000004,11.579381443298969,1.109,0.37053571428571425,0.14732142857142858,0.48214285714285715,2,-1,Combo Guard,0,Joe Ingles,465.0
PHI,29.89,24.6,8.07,4.4,0.8,1.0,0.43,0.37,0.82,3.2,18.77,17.33,3.8,15,35.669999999999995,32.96888591502174,23.839999999999996,0.663609387644996,0.2176962503371999,0.11869436201780416,3,0,Elite Sharpshooter,1,Joel Embiid,21.0
UTA,30.18,18.24,8.15,2.24,1.0,1.06,0.54,0.4,0.92,2.61,14.64,12.79,3.36,33,28.080000000000002,24.49304174950298,18.671999999999997,0.6370939573873559,0.28466643381068807,0.07823960880195599,4,0,Primary Scorer,1,John Collins,66.0
MEM,13.7,2.7,3.89,1.07,0.52,0.41,0.36,0.27,0.13,0.37,3.79,2.41,1.67,27,8.22,9.74014598540146,5.119,0.35248041775456923,0.5078328981723238,0.13968668407310705,0,-1,Glass Cleaner,0,John Konchar,357.0
WAS,7.11,2.35,1.12,0.32,0.44,0.18,0.34,0.13,0.12,0.21,1.88,2.29,0.85,34,4.2,16.877637130801688,2.5759999999999996,0.6200527704485488,0.2955145118733509,0.08443271767810026,5,0,Role Player,0,Johnny Davis,431.0
IND,7.28,1.94,1.03,0.28,0.28,0.19,0.25,0.16,0.16,0.28,1.5,1.72,1.0,32,3.4400000000000004,13.186813186813186,2.082,0.5969230769230769,0.3169230769230769,0.08615384615384616,5,0,Role Player,0,Johnny Furphy,446.0
UTA,17.58,7.18,2.62,0.97,0.35,0.15,0.37,0.34,0.21,0.47,4.86,5.91,4.21,34,10.8,17.419795221843007,6.642,0.6666666666666665,0.24326833797585884,0.09006499535747445,1,0,Primary Scorer,0,Johnny Juzang,312.0
WAS,20.0,11.4,8.18,2.22,0.44,0.56,0.55,0.1,0.72,1.76,10.42,8.6,0.54,50,21.039999999999996,24.863999999999997,13.605999999999998,0.5229357798165138,0.3752293577981652,0.10183486238532112,5,0,Role Player,0,Jonas Valančiūnas,125.0
ORL,16.54,5.89,4.83,0.51,0.83,1.26,0.4,0.21,0.41,0.43,6.14,5.23,2.51,47,12.889999999999999,16.425634824667473,8.165,0.5244879786286732,0.4300979519145148,0.04541406945681212,5,0,Role Player,0,Jonathan Isaac,263.0
GSW,26.0,16.75,4.97,2.19,0.91,0.56,0.45,0.32,0.51,1.56,11.71,13.22,3.62,32,23.82,27.286153846153848,15.343,0.7005437055625261,0.20786281890422417,0.09159347553324969,3,0,Elite Sharpshooter,1,Jonathan Kuminga,101.0
TOR,16.89,5.31,4.15,1.59,0.72,0.44,0.45,0.18,0.33,0.79,5.44,4.36,0.77,39,11.420000000000002,14.63587921847247,7.234,0.4805429864253393,0.3755656108597285,0.14389140271493212,5,0,Role Player,0,Jonathan Mogbo,297.0
UTA,25.87,16.63,3.19,3.78,0.89,0.26,0.41,0.33,0.7,2.19,11.4,13.33,5.93,27,22.560000000000002,28.796289137997682,14.748000000000001,0.7046610169491525,0.1351694915254237,0.1601694915254237,3,0,Elite Sharpshooter,1,Jordan Clarkson,109.0
NOP,23.21,10.91,2.48,0.97,0.67,0.39,0.33,0.31,0.46,0.91,6.45,10.18,5.91,33,14.510000000000002,22.934941835415767,8.868,0.7597493036211699,0.1727019498607242,0.06754874651810584,1,0,Primary Scorer,0,Jordan Hawkins,239.0
SAC,6.78,1.89,0.75,0.86,0.39,0.0,0.19,0.21,0.14,0.39,1.65,1.57,0.93,28,3.4999999999999996,13.876106194690264,2.2049999999999996,0.54,0.2142857142857143,0.24571428571428575,2,0,Combo Guard,0,Jordan McLaughlin,441.0
LAC,12.76,4.9,1.79,1.07,0.52,0.17,0.31,0.12,0.31,0.76,3.68,4.34,1.24,29,7.690000000000001,19.184952978056426,4.883000000000001,0.6314432989690721,0.2306701030927835,0.13788659793814434,1,0,Primary Scorer,0,Jordan Miller,366.0
WAS,31.16,20.84,3.09,4.86,1.45,0.5,0.4,0.37,0.75,3.34,13.72,16.16,9.34,44,27.4,30.038510911424904,17.823999999999998,0.7238624522403613,0.10732893365751997,0.1688086141021188,3,0,Elite Sharpshooter,1,Jordan Poole,73.0
BOS,7.9,1.6,1.14,0.31,0.26,0.23,0.22,0.17,0.06,0.26,1.32,1.6,1.11,35,3.2800000000000002,11.30126582278481,1.908,0.5245901639344263,0.37377049180327865,0.10163934426229507,5,0,Role Player,0,Jordan Walsh,449.0
NOP,22.19,9.63,1.96,4.11,1.26,0.3,0.37,0.37,0.3,1.15,8.4,7.96,5.33,27,16.110000000000003,19.70617395223073,10.713000000000001,0.613375796178344,0.12484076433121019,0.2617834394904459,2,0,Combo Guard,0,Jose Alvarado,187.0
CHI,28.79,12.1,7.25,6.56,1.1,0.5,0.45,0.36,0.5,2.75,12.02,10.27,3.81,48,24.76,21.707537339353944,15.841999999999999,0.46700115785411034,0.27981474334233886,0.25318409880355075,2,-1,Combo Guard,1,Josh Giddey,95.0
CHO,28.62,7.49,2.84,1.47,1.07,0.24,0.42,0.36,0.34,0.89,5.72,6.04,3.47,45,12.22,11.622641509433961,7.67,0.6347457627118643,0.2406779661016949,0.12457627118644067,4,0,Primary Scorer,0,Josh Green,280.0
NYK,37.57,14.3,9.66,5.78,1.54,0.36,0.56,0.33,0.62,1.9,16.09,9.9,3.32,50,29.740000000000002,15.075858397657708,20.185000000000002,0.4808338937457969,0.3248150638870208,0.19435104236718223,4,-1,Primary Scorer,1,Josh Hart,49.0
MIN,6.95,2.58,1.06,0.42,0.39,0.32,0.36,0.14,0.13,0.23,2.17,2.19,0.94,31,4.54,16.7136690647482,2.881,0.6354679802955664,0.2610837438423645,0.10344827586206895,1,0,Primary Scorer,0,Josh Minott,424.0
PHO,15.6,6.88,3.0,0.75,1.25,0.47,0.45,0.28,0.29,0.78,6.28,5.22,2.03,32,11.57,18.461538461538463,7.867,0.6472248353715899,0.28222013170272814,0.07055503292568203,1,0,Primary Scorer,0,Josh Okogie,273.0
BOS,30.24,10.98,4.41,3.68,0.98,0.43,0.44,0.32,0.42,1.34,9.78,9.14,5.11,44,19.14,16.634920634920636,12.588,0.5757734661772418,0.2312532773990561,0.19297325642370217,4,0,Primary Scorer,0,Jrue Holiday,147.0
SAS,25.21,10.29,4.14,1.24,0.82,0.45,0.41,0.35,0.31,1.02,7.69,8.49,6.24,49,15.919999999999998,18.10710035700119,10.158999999999999,0.6566687938736439,0.26419910657306955,0.07913209955328654,4,0,Primary Scorer,0,Julian Champagnie,203.0
CHI,12.98,4.26,2.0,0.4,0.4,0.24,0.43,0.26,0.3,0.4,3.24,3.44,1.82,50,6.9,14.20030816640986,4.337999999999999,0.6396396396396395,0.3003003003003003,0.06006006006006006,5,0,Role Player,0,Julian Phillips,379.0
DEN,21.99,9.25,2.13,1.35,0.67,0.27,0.42,0.34,0.46,0.85,5.89,7.62,4.21,52,12.819999999999999,18.488403819918148,7.9689999999999985,0.7266300078554596,0.1673212882953653,0.1060487038491752,1,0,Primary Scorer,0,Julian Strawther,268.0
MIN,32.57,18.85,7.17,4.46,0.73,0.23,0.46,0.29,0.76,2.83,14.44,14.02,4.6,48,28.610000000000007,24.83266809947805,18.691000000000003,0.6184383202099737,0.23523622047244092,0.14632545931758528,3,0,Elite Sharpshooter,1,Julius Randle,65.0
WAS,18.77,7.78,4.5,0.94,0.97,0.62,0.4,0.31,0.26,0.78,7.17,5.94,2.88,32,14.030000000000001,17.184869472562603,9.228,0.5885022692889561,0.340393343419062,0.07110438729198183,5,0,Role Player,0,Justin Champagnie,229.0
PHI,23.88,8.09,3.09,1.41,0.77,0.32,0.43,0.32,0.16,0.86,6.26,6.5,4.0,22,12.82,14.793969849246233,8.228,0.6425734710087371,0.2454328832406672,0.1119936457505957,4,0,Primary Scorer,0,Justin Edwards,261.0
PHO,23.67,8.6,9.16,1.88,0.92,0.64,0.44,0.28,0.54,2.28,7.52,6.52,2.36,25,18.919999999999998,17.845373891001266,10.939999999999998,0.43788187372708764,0.46639511201629336,0.09572301425661915,0,0,Glass Cleaner,0,Jusuf Nurkić,183.0
PHI,19.98,6.42,3.0,0.79,0.46,0.67,0.55,0.19,0.49,0.5,5.66,4.12,0.88,24,10.840000000000002,11.099099099099098,7.214,0.6287952987267384,0.2938295788442703,0.07737512242899118,5,0,Role Player,0,KJ Martin,298.0
CHO,18.0,6.21,2.26,2.26,0.68,0.21,0.28,0.14,0.39,1.05,4.05,6.79,3.0,19,10.569999999999999,20.906666666666666,6.0059999999999985,0.5787511649580616,0.21062441752096925,0.21062441752096925,2,0,Combo Guard,0,KJ Simpson,336.0
LAC,7.6,2.19,1.67,0.37,0.22,0.48,0.41,0.0,0.12,0.37,2.43,1.3,0.07,27,4.56,10.547368421052632,3.069,0.5177304964539008,0.3947990543735225,0.08747044917257685,5,0,Role Player,0,Kai Jones,421.0
NYK,34.72,24.33,13.61,3.33,0.96,0.8,0.53,0.42,0.86,2.5,21.23,16.5,4.63,46,40.529999999999994,26.267281105990783,27.019999999999996,0.5895323479525079,0.32977950084807367,0.08068815119941847,4,0,Primary Scorer,1,Karl-Anthony Towns,6.0
NOP,10.54,2.29,3.14,0.64,0.5,0.79,0.28,0.13,0.14,0.71,2.79,2.07,0.57,14,6.6499999999999995,12.660341555977231,3.9479999999999995,0.37726523887973645,0.5172981878088962,0.1054365733113674,0,0,Glass Cleaner,0,Karlo Matković,392.0
LAC,24.98,16.15,4.54,2.54,0.85,0.54,0.46,0.33,0.47,1.92,10.98,14.08,4.46,13,22.699999999999996,30.744595676541234,14.495999999999999,0.6952216960826518,0.19543693499784764,0.10934136891950066,3,0,Elite Sharpshooter,1,Kawhi Leonard,116.0
ATL,17.35,5.75,1.46,2.29,0.92,0.33,0.38,0.23,0.21,1.17,4.62,5.12,2.71,24,9.58,17.401729106628242,6.1080000000000005,0.6052631578947368,0.15368421052631578,0.24105263157894738,2,0,Combo Guard,0,Keaton Wallace,333.0
SAC,35.09,11.98,7.06,1.38,0.79,0.83,0.43,0.31,0.34,0.92,9.63,10.71,5.54,48,21.119999999999994,15.908805927614704,13.076999999999998,0.5866797257590598,0.34573947110675807,0.06758080313418217,4,0,Primary Scorer,0,Keegan Murray,137.0
MIA,18.36,8.43,5.71,0.74,0.57,0.97,0.49,0.25,0.28,0.74,7.96,6.43,1.8,35,15.680000000000001,18.745098039215684,10.276,0.5665322580645161,0.38373655913978494,0.04973118279569892,5,0,Role Player,0,Kel'el Ware,198.0
SAS,23.67,11.85,4.59,1.37,0.59,0.24,0.44,0.26,0.54,0.83,8.78,9.7,3.7,46,17.81,21.353612167300376,11.488999999999997,0.66535654126895,0.2577203818079731,0.07692307692307694,1,0,Primary Scorer,0,Keldon Johnson,168.0
TOR,15.95,7.12,3.71,2.33,0.67,0.33,0.51,0.33,0.43,1.46,6.14,4.92,1.79,24,12.7,19.200000000000003,8.107999999999999,0.541033434650456,0.28191489361702127,0.1770516717325228,5,0,Role Player,0,Kelly Olynyk,265.0
PHI,32.27,12.69,5.69,1.52,1.17,0.52,0.46,0.27,0.53,1.24,9.37,10.79,4.34,29,20.35,17.894019212891227,12.664,0.6376884422110553,0.2859296482412061,0.0763819095477387,4,0,Primary Scorer,0,Kelly Oubre,145.0
PHI,37.88,16.84,7.84,2.42,1.95,0.47,0.47,0.26,0.64,1.32,14.05,13.74,3.74,19,28.2,19.08342133051742,18.294999999999998,0.6214022140221401,0.28929889298892986,0.08929889298892989,4,0,Primary Scorer,1,Kelly Oubre Jr.,69.0
OKC,14.46,5.52,3.28,1.05,0.62,0.12,0.51,0.31,0.2,0.57,4.77,4.58,2.28,40,10.019999999999998,17.095435684647303,6.344999999999999,0.5604060913705583,0.332994923857868,0.10659898477157362,5,0,Role Player,0,Kenrich Williams,321.0
ORL,30.44,8.98,2.04,1.84,1.48,0.5,0.4,0.28,0.52,0.86,7.12,7.6,4.72,50,13.98,13.34034165571616,9.178,0.698289269051322,0.15863141524105756,0.14307931570762053,4,0,Primary Scorer,0,Kentavious Caldwell-Pope,232.0
SAC,21.87,7.71,2.43,1.27,1.41,0.76,0.45,0.41,0.37,0.84,7.2,5.39,3.76,49,12.74,13.673525377229078,8.862,0.6757230499561788,0.21297107800175286,0.11130587204206836,1,0,Primary Scorer,0,Keon Ellis,240.0
BRK,23.08,10.04,3.5,1.9,0.9,0.34,0.36,0.29,0.46,1.22,6.25,9.58,4.98,50,15.459999999999999,22.461005199306765,9.013,0.6502590673575129,0.2266839378238342,0.12305699481865284,1,0,Primary Scorer,0,Keon Johnson,236.0
MIA,5.7,1.6,1.7,0.3,0.1,0.4,0.25,0.1,0.02,0.3,1.52,1.2,0.4,10,3.8,12.631578947368421,2.2039999999999997,0.44444444444444453,0.47222222222222227,0.08333333333333334,0,0,Glass Cleaner,0,Keshad Johnson,442.0
DAL,8.79,1.32,1.73,0.59,0.27,0.27,0.2,0.1,0.09,0.18,1.44,1.41,0.77,22,3.9999999999999996,8.68259385665529,2.2079999999999997,0.3626373626373627,0.4752747252747253,0.1620879120879121,0,-1,Glass Cleaner,0,Kessler Edwards,440.0
PHO,36.16,26.92,6.08,4.18,0.82,1.33,0.53,0.42,0.82,3.03,20.33,18.64,5.92,39,36.3,28.76548672566372,25.120999999999995,0.7240451855836472,0.1635287789133943,0.11242603550295857,3,0,Elite Sharpshooter,1,Kevin Durant,13.0
SAC,20.92,7.86,2.79,1.72,0.84,0.37,0.37,0.28,0.23,0.86,5.73,7.21,4.77,43,12.72,18.51625239005736,7.827,0.635408245755861,0.22554567502021017,0.13904607922392884,1,0,Primary Scorer,0,Kevin Huerter,275.0
MIA,10.89,5.47,4.05,1.0,0.74,0.11,0.28,0.25,0.25,0.68,4.48,5.21,3.05,19,10.69,25.96143250688705,6.343,0.5199619771863118,0.3849809885931559,0.09505703422053233,5,-1,Role Player,0,Kevin Love,322.0
LAC,20.25,10.04,3.67,3.0,1.04,0.26,0.4,0.23,0.43,2.3,6.36,9.67,2.67,27,15.71,28.37333333333333,9.165,0.6008378216636744,0.2196289646918013,0.17953321364452424,3,-1,Elite Sharpshooter,0,Kevin Porter,233.0
LAC,18.72,8.22,3.39,3.5,0.83,0.22,0.4,0.16,0.32,1.22,6.64,8.11,1.89,18,14.94,23.923076923076927,9.129999999999999,0.5440105890138981,0.2243547319655857,0.23163467902051618,2,0,Combo Guard,0,Kevin Porter Jr.,234.0
GSW,16.36,5.16,6.91,1.87,0.73,0.42,0.52,0.0,0.24,0.58,6.92,4.27,0.04,45,14.510000000000002,14.229828850855744,9.197,0.37015781922525104,0.49569583931133426,0.13414634146341464,0,0,Glass Cleaner,0,Kevon Looney,231.0
UTA,31.36,16.45,3.58,5.78,0.75,0.2,0.4,0.33,0.63,2.8,11.36,13.65,7.62,40,23.96,25.178571428571427,15.139999999999999,0.6373498643936458,0.13870592793490893,0.22394420767144516,3,0,Elite Sharpshooter,1,Keyonte George,106.0
MIL,23.21,12.61,3.7,4.43,0.74,0.22,0.45,0.34,0.49,1.61,10.62,9.17,3.74,23,20.089999999999996,22.293838862559237,13.460999999999999,0.6080038572806172,0.17839922854387658,0.21359691417550628,2,0,Combo Guard,0,Khris Middleton,128.0
DAL,27.29,13.69,3.44,2.04,0.8,0.42,0.41,0.37,0.39,1.42,9.3,11.78,7.67,45,18.97,23.217295712715277,12.201,0.7141366718831508,0.17944705268648933,0.10641627543035995,3,0,Elite Sharpshooter,0,Klay Thompson,157.0
LAC,7.95,2.65,2.25,0.7,0.15,0.1,0.41,0.17,0.12,0.3,2.55,2.35,0.8,20,5.550000000000001,15.999999999999998,3.45,0.47321428571428564,0.40178571428571425,0.12499999999999999,5,0,Role Player,0,Kobe Brown,412.0
ATL,12.36,5.3,2.1,1.7,0.3,0.2,0.42,0.14,0.45,0.8,3.83,4.7,1.9,10,8.799999999999999,21.359223300970875,5.321,0.5824175824175825,0.23076923076923078,0.18681318681318682,2,0,Combo Guard,0,Kobe Bufkin,351.0
LAC,22.51,5.82,3.34,2.77,1.52,0.34,0.41,0.28,0.08,1.11,5.5,5.82,3.02,44,12.68,14.777432252332298,7.654,0.4878457669740151,0.2799664710813076,0.2321877619446773,2,0,Combo Guard,0,Kris Dunn,282.0
POR,13.49,3.95,2.14,0.86,0.37,0.19,0.37,0.17,0.16,0.49,3.23,3.6,1.44,43,7.0200000000000005,14.553002223869532,4.366999999999999,0.5683453237410072,0.3079136690647482,0.12374100719424459,5,0,Role Player,0,Kris Murray,378.0
BOS,28.55,19.15,7.0,2.04,0.78,1.63,0.49,0.41,0.76,1.0,15.86,13.59,6.04,27,29.599999999999998,24.529597197898422,19.982,0.6793189074139766,0.24831500532103584,0.0723660872649876,3,0,Elite Sharpshooter,1,Kristaps Porziņģis,54.0
GSW,15.03,5.25,3.06,2.25,0.72,0.56,0.47,0.24,0.19,0.56,5.61,4.69,1.44,36,11.280000000000001,16.766467065868266,7.311,0.4971590909090909,0.28977272727272724,0.2130681818181818,2,0,Combo Guard,0,Kyle Anderson,293.0
UTA,17.91,6.1,4.8,1.78,0.52,0.15,0.47,0.22,0.37,1.0,5.54,4.72,1.88,40,12.349999999999998,15.32998324958124,7.582999999999998,0.4810725552050474,0.37854889589905366,0.14037854889589907,5,0,Role Player,0,Kyle Filipowski,285.0
WAS,27.6,15.09,5.82,2.42,0.61,0.21,0.41,0.22,0.4,2.27,8.65,14.18,5.09,33,21.88,28.608695652173907,12.619,0.6468066866695242,0.24946420917273898,0.10372910415773683,3,0,Elite Sharpshooter,0,Kyle Kuzma,146.0
PHI,19.29,4.16,2.0,2.88,0.97,0.31,0.28,0.26,0.28,0.62,4.69,3.47,2.59,32,9.700000000000001,10.177293934681183,6.193,0.4601769911504425,0.22123893805309736,0.3185840707964602,2,-1,Combo Guard,0,Kyle Lowry,331.0
DAL,36.18,24.37,4.71,4.8,1.29,0.34,0.48,0.39,0.82,2.34,18.37,18.59,7.1,41,33.17,27.76782752902156,22.810000000000002,0.7193034238488784,0.13902007083825266,0.14167650531286893,3,0,Elite Sharpshooter,1,Kyrie Irving,27.0
WAS,25.73,7.89,3.78,2.17,0.89,0.63,0.33,0.27,0.29,1.28,5.47,7.43,5.15,46,14.080000000000002,16.248736883015933,8.053,0.5700867052023121,0.273121387283237,0.15679190751445085,4,0,Primary Scorer,0,Kyshawn George,266.0
CHO,33.36,28.03,5.22,7.38,1.34,0.31,0.41,0.34,0.74,3.69,18.81,23.34,12.22,32,38.59000000000001,38.89208633093526,24.744,0.6898843219296087,0.12847649520059068,0.18163918286980063,3,-1,Elite Sharpshooter,1,LaMelo Ball,17.0
NYK,10.39,2.74,0.79,0.42,0.42,0.11,0.36,0.17,0.03,0.37,1.69,2.74,1.63,19,4.11,14.367661212704526,2.416,0.6936708860759494,0.2,0.10632911392405063,1,0,Primary Scorer,0,Landry Shamet,437.0
ATL,19.38,9.53,4.27,1.6,1.07,0.73,0.54,0.43,0.23,0.73,9.65,6.27,3.33,15,16.47,17.3374613003096,11.696,0.6188311688311688,0.2772727272727273,0.10389610389610392,4,0,Primary Scorer,0,Larry Nance,166.0
UTA,32.07,19.29,6.21,1.68,0.74,0.39,0.44,0.35,0.73,1.39,13.85,14.71,8.47,38,26.919999999999998,24.09728718428438,17.770999999999997,0.7097130242825607,0.22847682119205298,0.06181015452538631,3,0,Elite Sharpshooter,1,Lauri Markkanen,75.0
LAL,34.67,24.46,7.78,9.04,0.87,0.52,0.51,0.35,0.76,3.78,20.94,18.22,5.57,46,38.89,30.45860974906259,26.325,0.5925387596899225,0.18846899224806202,0.21899224806201548,3,0,Elite Sharpshooter,1,LeBron James,8.0
MIL,4.38,0.69,0.92,0.15,0.15,0.15,0.12,0.0,0.13,0.46,0.29,0.62,0.15,13,1.5999999999999996,11.835616438356166,0.6829999999999998,0.3920454545454546,0.5227272727272728,0.08522727272727273,0,0,Glass Cleaner,0,Liam Robbins,471.0
